Age,Education_Level,Salary,Browser,AD_Type,Location,Page_Views,Clicks,Time_Spent_on_Page,Purchase_Intent,Ad_Interaction,Device_Type,Referral_Source,Previous_Purchases,Customer_Loyalty_Score,Email_Click_Through_Rate,Last_Ad_Interaction_Time,Average_Session_Duration,Bounce_Rate,Pages_Per_Session,Cluster
22,Bachelor,75230,Opera,Large,Nottingham,11,24,119.58058174151259,1,96,Desktop,Email,16,7.539271892438079,0.4820935187947143,198.33102409725976,342.5060579225198,0.42463740639035075,16.20445006473009,3
69,High School,50027,Safari,Small,Liverpool,92,9,38.33615299487088,0,49,Mobile,Social Media,12,5.590542056897293,0.7832214570522986,632.9529840672078,440.75588381735645,0.13554101309083677,10.941399029445105,2
51,High School,92541,Edge,Big,Liverpool,54,4,158.1080927822917,0,14,Desktop,Email,9,6.597663617178788,0.14511073548160514,600.2083548412104,570.5724505706313,0.41581641259522617,4.574818622384557,2
23,High School,79321,Firefox,Large,Manchester,87,17,33.73780079378419,0,1,Tablet,Search Engine,0,4.558208597752448,0.49207818653564606,669.0489520459514,50.999694780301496,0.14877042823411768,2.9541304691742907,2
39,High School,20956,Chrome,Large,London,45,17,61.65311837963169,0,81,Tablet,Search Engine,0,7.913860910267417,0.39394426469058463,330.7771303263131,4.375221156996055,0.6568075215238893,9.18471383251221,2
28,Master,94131,Safari,Large,Manchester,23,48,299.49730821471604,1,25,Tablet,Direct,14,4.826704452162925,0.6113173870530814,553.6055489623575,18.850058474020372,0.7852420216863583,7.41087946504225,0
65,Master,67908,Firefox,Large,Leeds,28,30,162.86742888044347,1,59,Tablet,Direct,15,5.117154819272397,0.044477188803159984,426.402149111519,338.44626806140536,0.5495227475227586,13.462429697157496,0
33,High School,98339,Firefox,Medium,Manchester,57,40,85.93345832308827,0,72,Tablet,Email,11,5.6591080140786145,0.7521228382486274,224.25147908307852,457.937221756218,0.6800568748548973,18.57969275207214,2
50,Bachelor,45963,Safari,Big,London,26,11,298.43771141759794,0,69,Desktop,Direct,5,8.486417065473852,0.07912928947468367,715.9958908282468,220.87789549627573,0.9383787370840609,5.706875429709017,3
26,PhD,59443,Chrome,Small,Bristol,25,21,290.0011166479878,1,5,Desktop,Direct,5,6.934410357413183,0.6564715175301649,28.543068657716514,327.5982656618436,0.6383715295706078,17.24944473237406,0
23,Bachelor,59063,Chrome,Small,Nottingham,54,21,132.7809732841948,0,99,Tablet,Direct,11,4.142443479091748,0.018457225539944222,117.6739796699747,310.3034248105736,0.3641581981838826,18.48877759045881,3
33,Bachelor,24703,Opera,Medium,Liverpool,29,18,78.86052952758462,0,19,Tablet,Direct,14,7.0328767058338855,0.8318880637567295,642.7379586604325,57.76776406361972,0.44948015867491553,18.138049389928128,3
46,Bachelor,85128,Edge,Big,Leeds,83,29,251.6814917895648,0,23,Desktop,Search Engine,3,6.781839157077195,0.17469963022378132,44.5446844136835,193.63137027020534,0.860525226072037,19.08946926896327,3
20,High School,92099,Safari,Large,Liverpool,97,24,214.97059437456394,0,9,Mobile,Direct,3,9.37917348291734,0.5154974759769905,638.6240598199921,12.641657954198891,0.1307203189500964,17.00006382045623,2
37,Master,45849,Safari,Medium,Birmingham,36,10,206.3954890660496,1,94,Desktop,Search Engine,1,8.57274792422815,0.26149290372761935,515.2442412858464,67.31270759510002,0.3257370224504327,12.276234102536733,1
53,Bachelor,51860,Safari,Big,Nottingham,14,45,268.0410086554193,0,50,Desktop,Search Engine,11,6.827022313761233,0.7226472020610685,27.37579987867592,487.30307552295693,0.5772800689704841,8.787075875494597,3
36,High School,51585,Chrome,Large,Edinburgh,78,17,207.13572302752607,1,16,Desktop,Social Media,6,4.073563996156393,0.32135110018972124,309.68111081215295,497.81868485174306,0.6763895694084344,10.342067934641655,4
43,Bachelor,42015,Edge,Medium,Manchester,35,18,85.85558496942319,0,33,Desktop,Search Engine,19,8.016188039751427,0.7246091935883172,543.4649905266085,481.36584570699677,0.7634990754317053,17.57963132267412,3
20,Bachelor,97539,Opera,Big,Glasgow,30,42,208.46508540084395,0,2,Desktop,Search Engine,8,6.176874637565208,0.2848712068354765,420.24910464954496,436.36436593038974,0.31820679599608714,6.726569170926466,3
36,High School,63585,Firefox,Small,London,92,48,92.43823987381552,1,14,Mobile,Direct,8,9.867429892908115,0.75247309093576,673.8914589224453,476.19439499354115,0.1458591340091503,4.025972192480793,2
37,Master,46958,Firefox,Small,Liverpool,17,20,228.01245491744152,0,1,Tablet,Search Engine,7,3.2275551571282364,0.030605496336904237,624.836059663728,402.9184224204415,0.9548392096765598,3.6755651445421083,0
49,Master,46017,Safari,Big,Manchester,67,37,186.30460849297825,1,90,Tablet,Email,13,1.7169025683779826,0.28331133537384845,240.17364980525096,402.23016995095685,0.07639221713203947,16.712897588195005,0
24,PhD,96707,Edge,Small,Leeds,80,45,24.146054043440422,0,58,Mobile,Direct,0,1.6290263069915292,0.49863350644027893,61.84695357894496,400.749716697593,0.09580535578688543,15.468228040271857,0
69,High School,65350,Chrome,Big,Liverpool,30,18,154.33777336810746,0,89,Tablet,Direct,11,6.760273495165123,0.04505958191972548,679.9208115052234,308.9116310172443,0.49494254190196885,10.45526147988049,2
58,PhD,32201,Edge,Large,Edinburgh,93,17,103.64698978952654,0,16,Tablet,Direct,1,9.453342060203715,0.18603406137127865,372.92918602513924,218.6449928454418,0.8192710281435983,6.22255713375091,4
50,PhD,49426,Edge,Big,Nottingham,45,9,99.24261918695598,0,79,Tablet,Social Media,12,1.0173872286235466,0.9345369816412032,54.49189192343099,438.3869644307714,0.7745041063553267,13.874650335309616,0
57,PhD,37778,Chrome,Large,Nottingham,79,14,181.07463441079992,0,90,Mobile,Direct,3,7.531939422619996,0.9768342651801892,588.117866005322,179.8889621384582,0.9376992661940918,1.7302288512169264,0
56,Master,65241,Safari,Medium,Liverpool,89,49,97.37512251635805,1,47,Mobile,Search Engine,19,6.913586642796509,0.7397499473904856,625.4561524227962,326.19837675509393,0.1416025756129884,11.796328497666567,0
35,High School,62229,Edge,Big,Leeds,51,29,233.29123071325694,1,44,Tablet,Email,17,7.590737729975193,0.25220005061691286,460.74631628695454,260.5800165105109,0.37572725706243604,8.57007820604981,2
57,PhD,68364,Firefox,Medium,Nottingham,47,31,22.166639367341155,0,80,Tablet,Direct,18,4.19864866086102,0.260517445435969,322.7589463284784,166.69674397912698,0.2821421287217101,19.5793330424274,0
18,High School,77056,Chrome,Small,Nottingham,53,4,198.45608746635182,0,14,Tablet,Direct,15,8.384468001920695,0.6457903577950729,477.1023958606488,584.8392623510255,0.860870123554672,10.643644733099993,2
28,High School,47490,Opera,Large,Edinburgh,64,18,242.94924629336563,1,93,Desktop,Email,13,1.4023623827697576,0.11759961659870177,509.10557721198387,155.99223547588986,0.48835462028120036,11.493087296555089,4
45,Master,39975,Safari,Big,London,38,20,202.1766752862086,1,24,Desktop,Direct,7,7.798879905598248,0.9483093804303666,643.088539863811,186.266545170095,0.026847934415666352,14.534890605413564,0
42,PhD,46723,Chrome,Medium,Leeds,64,47,149.6715293109787,0,55,Desktop,Social Media,11,3.4036474721417895,0.22481289951018457,688.2645481894367,97.79091355308287,0.7079644068383966,10.206231141387287,0
67,PhD,43279,Opera,Large,Leeds,87,43,285.1417971071182,0,15,Mobile,Search Engine,8,5.291539973722644,0.9996356254254438,370.79675038906527,493.96539456326,0.3886980978266026,5.266803766258277,0
40,High School,98301,Opera,Large,Bristol,89,44,90.68160844962101,1,83,Tablet,Email,5,8.403726444014985,0.4957337953024604,575.1175696055984,352.36705093213914,0.5311467633710123,11.208279084420512,2
48,Bachelor,31561,Edge,Small,Bristol,7,9,6.7311983699683555,0,72,Mobile,Email,17,3.442231316720233,0.7714299889929364,694.4823707579999,368.210514626959,0.893787427009998,18.941108546923687,3
47,Master,86061,Edge,Small,Nottingham,22,13,130.16482206756882,1,34,Mobile,Social Media,1,2.6668676047950415,0.0021840945055572325,109.74396012766856,492.5162856676596,0.25673777463281167,8.788308775200964,0
59,Master,69153,Edge,Large,Glasgow,81,15,10.870568834197847,0,2,Mobile,Search Engine,7,7.131818668130958,0.8887464047516419,14.134678777357538,206.40887551929777,0.24026467561217713,13.913178144993788,0
52,Master,53142,Chrome,Large,Bristol,82,27,286.22708900539624,1,27,Tablet,Social Media,13,5.800554023561241,0.27000204478058043,625.7849526779233,116.98642180274805,0.2631925041800893,19.582649588828012,0
24,Master,46916,Chrome,Big,Nottingham,41,15,63.7654956786674,1,74,Desktop,Search Engine,5,5.62963481871566,0.6679367445480653,141.4015266047086,119.84481303234847,0.3381079912597027,16.76852394668632,0
33,PhD,84324,Safari,Large,Sheffield,74,28,236.88918016071497,0,99,Tablet,Social Media,9,3.3109256398412183,0.8063552807935896,31.54223320826488,439.83927305589333,0.10735397464609964,13.52164852858315,0
43,PhD,64965,Edge,Big,Birmingham,10,37,232.5970528691351,1,87,Tablet,Direct,7,1.313922752380249,0.16414774055900205,116.10912297570265,368.854977523006,0.6972196608085894,14.983933278279773,1
65,Bachelor,24648,Opera,Large,Birmingham,57,19,66.10094100519713,0,72,Mobile,Social Media,16,4.692422244985451,0.44250948132922896,277.1786211842701,124.59698827067123,0.20739871782913655,18.793181712324426,1
69,Master,55133,Firefox,Small,Leeds,7,26,186.74673261357003,0,92,Mobile,Email,11,1.9590353242099119,0.4938359406519234,158.65203944506507,87.89417138961372,0.9261457472705857,19.235289983606776,0
66,Master,70677,Safari,Big,Glasgow,50,26,15.375611577448614,0,23,Mobile,Email,16,9.153902355842819,0.31211946533920454,220.47735932321856,73.2916957920217,0.2156863139098707,19.41039447611792,0
19,High School,90135,Chrome,Medium,Edinburgh,91,25,145.58880112545637,0,68,Desktop,Email,12,1.3712529112455747,0.48175582972898146,702.2364229782033,377.0513899741196,0.2556420293087751,12.887190935847919,4
18,PhD,55046,Safari,Small,London,52,26,5.379491054473535,1,14,Desktop,Social Media,18,4.884857687659433,0.31754565765533804,507.46758625289146,1.0710683015991544,0.29702022881081636,8.309521347439494,0
65,Master,67064,Safari,Big,Bristol,33,26,276.4220201740717,0,63,Desktop,Email,11,1.4702102533074508,0.36074774505520923,513.0658526140537,11.973286219522695,0.768538097011416,3.529909450169699,0
29,Bachelor,89350,Safari,Big,Sheffield,1,46,292.84972123567195,0,93,Tablet,Email,15,1.8598948710828969,0.669331178702739,69.07878442937651,234.34232824003107,0.4276064874420298,8.325412025467655,3
22,Bachelor,65893,Safari,Medium,Nottingham,53,28,67.462547224937,0,65,Mobile,Direct,4,6.929800002298198,0.6325932683049971,527.3787279025154,415.1185687014213,0.8193346240306186,18.916153639976763,3
54,PhD,81272,Firefox,Big,Glasgow,60,49,63.223704344315465,0,68,Tablet,Direct,15,6.824001348766851,0.23226572579752525,532.5885753948642,417.32858652194494,0.7848537123557885,17.906144531255404,0
49,Bachelor,87649,Edge,Large,Leeds,34,18,226.36233279207676,1,63,Desktop,Search Engine,5,1.297469753914958,0.8974828847954246,475.35666823436856,258.6408458910067,0.9294904227674665,10.949533579194693,3
26,Bachelor,84674,Opera,Medium,Bristol,4,32,76.76044024997101,0,96,Mobile,Search Engine,10,1.0101832760878318,0.8627885456713906,165.24569682247218,414.9530903561372,0.7566041551040548,11.203138445284557,3
58,PhD,33760,Safari,Small,Glasgow,17,3,268.6278911893917,1,97,Desktop,Search Engine,16,1.709362695185056,0.5090833066899516,305.16301276009096,313.13661156849514,0.05191116966906284,6.8694866423044205,0
52,Master,41927,Safari,Small,Bristol,4,2,172.60481170077168,1,90,Mobile,Social Media,13,7.866990079407479,0.43325074269575037,609.4727709074606,586.1819186615919,0.8372812736990584,9.635649911339147,0
36,Master,81367,Safari,Large,London,43,33,105.88250928008333,1,81,Mobile,Search Engine,5,6.261188254763565,0.37685598298410883,482.8749714959103,98.313668088263,0.9380725967054112,14.574521384848508,0
65,Bachelor,32588,Edge,Small,London,90,42,249.9754301584766,0,87,Tablet,Social Media,10,1.3430642066964245,0.7072679186664391,527.8607923649298,360.7996933556578,0.993689192549669,8.646183787308047,3
33,Bachelor,72233,Chrome,Big,Edinburgh,4,19,148.52860342360515,0,64,Tablet,Social Media,11,5.3928731428554455,0.6716660572094705,423.3221936904566,295.25202679465116,0.12526759413246513,4.571693569444643,4
20,Master,64738,Chrome,Big,Birmingham,1,17,273.5782411988342,0,32,Desktop,Search Engine,12,7.408264213490062,0.19618060693797867,324.2527647613687,117.48534044995895,0.6132732693265346,11.276331997676477,1
37,PhD,53397,Firefox,Large,Manchester,71,44,278.47625678208493,0,79,Tablet,Search Engine,3,8.820562551407257,0.6714580313003613,546.7583952382508,450.2442688528804,0.1994586658841594,5.281401317632232,0
41,Bachelor,96367,Chrome,Small,Manchester,94,33,50.46062548639439,1,13,Tablet,Social Media,6,9.406328415931094,0.25243119410203996,49.838660529373264,166.02930393926516,0.262509640912599,19.511463564239403,3
50,High School,91260,Safari,Small,Bristol,50,12,1.6946984334471513,1,66,Tablet,Direct,1,3.9469650665866,0.018558336523525565,485.0025668690099,229.64418163703144,0.745584338222858,8.416458366227129,2
41,PhD,96619,Safari,Large,Edinburgh,73,49,295.1953511025783,0,19,Mobile,Email,5,2.222491855719391,0.699208677537377,717.9900411446383,225.5235111829305,0.9776677176990604,18.283634460573207,4
69,Bachelor,39816,Safari,Medium,Manchester,61,3,271.9351233021163,0,24,Tablet,Email,5,3.132333286583027,0.6447936024607496,561.9579972875148,147.27847943958133,0.5948555014630229,5.285525935468861,3
28,Bachelor,62240,Firefox,Small,Leeds,35,43,17.578125475448584,0,88,Desktop,Email,17,7.985543428362013,0.41080926237434146,209.91516482419036,258.99249368734473,0.8505844698222473,4.594971100809753,3
66,High School,26276,Safari,Medium,Manchester,8,49,250.0772449183799,0,11,Mobile,Direct,19,9.743357935380796,0.5256860559195061,200.75221669316863,284.53418267564336,0.008883803828827919,12.72112145175501,2
25,High School,99530,Chrome,Small,Liverpool,24,26,137.88367483520278,0,59,Mobile,Social Media,7,5.197542556243425,0.9471691917057596,480.7301810166969,446.7887820127752,0.03663163984961926,15.808202487763092,2
53,Master,43499,Edge,Small,Nottingham,83,35,78.42951990246759,0,86,Tablet,Search Engine,7,3.748178921930108,0.5952001809054377,645.1192107891334,459.2760760518452,0.5967243373258634,11.768526713195138,0
55,PhD,91635,Edge,Small,Edinburgh,36,8,263.745210579402,0,15,Mobile,Social Media,7,4.862715237640311,0.6578839353365314,416.54586366959904,95.97502500670558,0.38898310160043914,5.366117988499928,4
57,PhD,55946,Opera,Small,Leeds,50,36,59.803502484701866,1,10,Desktop,Social Media,7,3.743318301806192,0.06391132094914109,380.2022444752719,356.0706072971917,0.8897578149731539,1.719992894795925,0
37,Master,75204,Chrome,Big,Glasgow,43,7,284.2426998266,1,41,Desktop,Search Engine,0,3.3083877088643887,0.16599446067512524,116.3161922335997,537.822481169358,0.30198191308573374,12.747487602629098,0
52,PhD,71886,Safari,Medium,Leeds,27,46,62.48082482210298,1,27,Mobile,Direct,1,6.343756771664616,0.30095227641158817,515.4135509037081,66.16317872185193,0.43205102750404745,3.4897072819454173,0
65,PhD,91652,Edge,Medium,Birmingham,32,46,184.4912731308943,1,60,Tablet,Email,11,1.1416238233618996,0.5393793180281431,505.95270751964347,284.27551267594896,0.5279091978315682,7.520351353614293,1
42,PhD,35563,Chrome,Small,Glasgow,78,36,67.70281402416349,0,73,Tablet,Email,14,3.3359702379848937,0.7765908959833212,696.2380510880364,450.4615203225973,0.27303883288624753,13.839910319753399,0
52,PhD,29847,Edge,Small,Sheffield,18,16,164.1549308256218,0,52,Mobile,Social Media,3,6.952438700604901,0.321240877788587,216.8381805157727,367.2833092950236,0.9084948674532943,2.862445371075706,0
42,PhD,46155,Safari,Medium,Nottingham,28,24,205.50856384462725,0,28,Desktop,Direct,2,1.2885642667612451,0.35638243047877394,544.8842975082554,61.25080830137771,0.46453358465809713,3.41777811589516,0
46,High School,99671,Edge,Big,Nottingham,29,1,57.87815131522113,0,65,Mobile,Email,13,1.748816348580415,0.25615088517374884,313.09292280109526,238.56706908523248,0.42415560911901695,2.1716579388406787,2
35,PhD,87278,Opera,Large,Nottingham,16,49,156.74484902750308,0,17,Tablet,Direct,7,3.640565303072063,0.2546093292953059,402.54193717200104,304.8364594319015,0.8497530489343326,19.925503449229705,0
63,High School,38309,Opera,Large,Nottingham,99,25,141.24886357264558,1,95,Tablet,Search Engine,12,8.900243187480864,0.9488638458947966,588.0303221768013,597.5115154280475,0.3119784016478985,8.354458603430043,2
35,PhD,20619,Edge,Medium,Bristol,47,10,22.24018899959903,0,44,Mobile,Social Media,18,7.8839754414876655,0.63545717961889,160.61443736864345,107.98613768486801,0.817465344510961,18.210108186958056,0
19,Master,70108,Chrome,Small,Nottingham,59,16,245.67403748491557,1,10,Desktop,Social Media,4,1.1994096647461916,0.15590124353994683,247.52262372021133,589.4718365289074,0.12227285272134947,6.578127130061359,0
52,Bachelor,54707,Chrome,Small,Nottingham,31,16,101.36903779220967,0,63,Mobile,Direct,12,5.515415350196427,0.7222485780842599,557.0089338720722,226.31372075343688,0.18278853336489964,15.310848737669419,3
33,High School,40337,Chrome,Big,Nottingham,4,8,172.800077068012,1,93,Desktop,Email,19,3.472187445886751,0.722021143360029,411.15924109197204,120.99197115821899,0.9508416661717347,5.162265709935199,2
58,PhD,86504,Edge,Large,Edinburgh,37,29,154.9204862450072,0,82,Desktop,Direct,0,6.8378109315585665,0.666470196053705,67.45207725474548,249.0513401922736,0.842447490807708,10.468169483316755,4
53,Master,67614,Chrome,Big,Bristol,17,39,154.46489086656223,1,47,Mobile,Search Engine,15,7.493984943341151,0.1347204450906636,310.30363821375084,368.7830792968555,0.38789890145640626,16.667699046619813,0
50,Bachelor,20281,Safari,Large,London,39,28,33.05949586833775,0,38,Mobile,Email,1,8.765763194163544,0.4079914834695869,422.78935202759874,128.88493895268653,0.6384564487170294,16.51035357900657,3
21,High School,47420,Opera,Medium,Leeds,48,6,127.6211207655505,0,70,Desktop,Email,6,5.278746133936128,0.10675633049441313,654.9429505239929,175.57201089797454,0.9429701894309558,16.091333629890816,2
50,Bachelor,59030,Safari,Large,Leeds,46,16,136.2576610027645,0,76,Desktop,Direct,5,9.95005079691026,0.8166205040921365,136.5229079058812,512.8733545394387,0.21185890286408426,16.650953847732502,3
31,Master,21058,Chrome,Big,Glasgow,90,20,220.3592092689701,0,53,Desktop,Search Engine,4,9.819874965583985,0.6551721431779193,580.4801842634101,599.4066675396518,0.059010470223000655,5.017973344811706,0
38,High School,96260,Safari,Big,Edinburgh,48,16,252.16563074428885,1,78,Desktop,Email,3,8.9395005202393,0.5072039367678184,94.91900333206918,191.58544220755743,0.5374680645053053,10.162109178647343,4
65,Bachelor,48404,Chrome,Big,Liverpool,39,7,163.94970115190537,0,44,Tablet,Social Media,1,6.173825456422637,0.3430154765005966,175.1674395945054,90.16522556601423,0.14259687866359327,10.212558017346014,3
37,PhD,49856,Edge,Medium,Leeds,4,41,26.948103265432152,1,74,Mobile,Search Engine,9,4.582057937534335,0.1842494744944334,175.96425222939845,476.1093211764309,0.18731909271137515,17.919547259610336,0
25,High School,29200,Safari,Large,Manchester,30,14,71.81799170836733,0,54,Desktop,Email,4,4.279476791258064,0.1064475888331079,631.9075418584506,360.67295667781195,0.8915391897315794,6.640944758589147,2
24,Bachelor,84178,Edge,Large,Liverpool,30,43,50.31527402896659,1,20,Mobile,Direct,17,1.1091227507897035,0.9692406075368996,144.09372055877571,61.140284881985075,0.007403458644891336,18.698421974391916,3
20,Master,53997,Edge,Big,Nottingham,22,26,38.2599038935483,0,79,Desktop,Email,9,3.2425704751812985,0.19964864195602305,566.8247627025091,568.1161173801765,0.8168200264638685,9.565118989815883,0
34,Master,45611,Firefox,Large,Nottingham,75,26,110.40389028672446,0,31,Mobile,Social Media,14,7.469274114542481,0.05987462672138566,333.03889796010674,47.7516675115353,0.5169507763356076,13.725953060370957,0
50,High School,61235,Chrome,Small,Bristol,66,14,69.58865714416022,1,7,Mobile,Search Engine,8,6.432688899037599,0.9616667721824964,719.3462620462665,375.58848457855106,0.5592943876453004,6.108779133307353,2
65,Bachelor,55057,Opera,Small,Liverpool,12,7,66.27263043164217,0,58,Desktop,Email,10,9.247799702507802,0.5489517413578271,604.3067875308637,254.9384162802553,0.6717679604563624,8.795664029794839,3
29,High School,21239,Chrome,Small,Manchester,94,33,17.35325919830403,0,10,Desktop,Social Media,16,1.450200402249021,0.7966567349911429,532.8465536679811,334.41772702572155,0.43144499230801037,14.486217709313667,2
68,High School,85661,Opera,Large,Bristol,36,26,6.2833433938347305,1,10,Mobile,Email,8,2.3974894285959754,0.04376584719831855,627.0522144829285,128.71530320042652,0.11561188819241475,10.742195695169178,2
39,Bachelor,65272,Chrome,Medium,Glasgow,18,45,31.727704552284756,0,39,Mobile,Email,15,8.103194104169171,0.5669458574796546,456.86785228301915,413.17812915114035,0.10282022380482381,18.683452222078344,3
39,Bachelor,81212,Edge,Medium,Liverpool,90,20,52.487046347666286,1,28,Mobile,Search Engine,5,4.226568680758004,0.39820996411799514,607.5859724439898,575.8720937908705,0.7543621991839425,15.00537435205207,3
63,PhD,35398,Safari,Medium,Edinburgh,53,3,129.86413492561275,0,30,Tablet,Direct,10,2.0651080034609013,0.7719644343498835,188.75020325288676,275.59709855290447,0.2210351432672849,11.723655584701397,4
47,Bachelor,76503,Safari,Medium,Nottingham,71,4,153.64555812835454,1,37,Desktop,Direct,16,9.968054545900802,0.03842564563905859,71.24860878167289,314.2520082633681,0.028101683617644202,17.846725376391955,3
55,Master,26638,Firefox,Small,Nottingham,1,26,43.036983533836306,1,67,Tablet,Social Media,3,8.085252724024265,0.40169056856161434,443.85511309531483,144.6471906707599,0.9796138890989411,13.645571386986143,0
55,High School,26570,Opera,Small,Birmingham,58,11,128.0102191157317,1,43,Tablet,Social Media,14,4.678669330823103,0.799073419486196,313.5423923251183,535.2289222668976,0.9803915193606934,13.299088994988214,1
62,High School,88785,Opera,Big,Bristol,90,2,103.18290385545225,1,79,Desktop,Social Media,0,8.410127292515263,0.52269726463837,307.6109318152586,582.7334686788349,0.37814133734377986,5.681055329804918,2
68,Master,29110,Opera,Large,London,87,14,55.84366940588885,0,85,Desktop,Search Engine,19,7.12543483107238,0.550038740998604,379.7317058972032,471.99183416654654,0.025523844557113207,8.502282345036008,0
25,Bachelor,99141,Edge,Large,London,90,44,3.0453836963607017,0,52,Tablet,Direct,0,8.1097728361285,0.0971646819659655,260.8340977156251,326.1213277937226,0.7272646585927497,13.982769399476409,3
44,Master,32115,Opera,Medium,Bristol,6,30,140.63834209000078,1,56,Desktop,Social Media,8,8.33685739809085,0.13233055612009137,451.13680310739414,574.1212978806698,0.8310120604856692,17.944042518179998,0
44,Master,59062,Safari,Small,Edinburgh,70,49,206.0098730302946,0,76,Mobile,Social Media,11,1.762558149612861,0.6769996053657859,22.978656122945907,93.15618316499881,0.12501369011580976,6.995401999253389,4
51,PhD,42911,Edge,Medium,Sheffield,44,12,68.6569229089983,0,68,Mobile,Email,3,6.606755989192861,0.6750466222899199,698.3518748129878,287.61602507723586,0.13545861490923627,5.094226816916709,0
38,Master,52556,Chrome,Big,Bristol,72,26,40.410242139107126,0,9,Tablet,Email,12,1.0610699767914484,0.9791033942522733,665.8657652807651,323.0258183291214,0.8222239996967906,12.28022359750126,0
47,High School,98131,Opera,Large,Edinburgh,24,44,266.2257805896416,1,92,Tablet,Social Media,6,1.3911062167105355,0.7119529880655504,673.4592468964103,295.6579354316737,0.9219073887152348,2.2767448639515493,4
50,Master,21969,Opera,Large,Glasgow,86,33,83.23240697385154,0,23,Desktop,Email,7,9.135820081502567,0.4932434959334473,263.4375133246935,481.6485540200432,0.7907548366741496,14.576292327550098,0
45,High School,63753,Chrome,Medium,Nottingham,19,13,67.86017331800677,0,63,Desktop,Email,12,5.748073492211249,0.8573278235335529,383.42959855689276,402.57133171880207,0.20074494916952956,14.359632322462137,2
64,High School,24470,Opera,Big,Manchester,18,14,257.2719849433648,1,61,Tablet,Email,10,7.6231178728167235,0.10447298581593623,687.0199035983966,76.86842108503875,0.41152121943422093,7.744354588736947,2
50,High School,30225,Chrome,Large,Sheffield,95,24,245.3150226508616,0,40,Tablet,Search Engine,8,8.546508913988314,0.4492958208962545,649.7868145714348,208.52433309849317,0.6008424258659141,17.960875413553133,2
22,Bachelor,43196,Edge,Big,Liverpool,30,34,135.05559468686545,1,44,Mobile,Social Media,15,9.546280908081265,0.28710911092756974,569.185778172925,204.1070321837449,0.1602934738208287,10.541441689243422,3
65,PhD,33669,Safari,Big,Sheffield,42,44,147.28241956690457,1,86,Mobile,Social Media,9,8.824175631305163,0.10463780692762559,293.871413100419,339.8136834829643,0.2106024926325083,13.2695340631658,0
36,High School,57380,Chrome,Medium,Manchester,33,26,66.10686274537257,1,24,Desktop,Email,10,5.349803038275645,0.7635020847203663,406.75990146798273,175.58359217708025,0.282886072068555,4.981991156828419,2
21,High School,68320,Firefox,Small,Birmingham,74,21,24.41219947338769,0,51,Mobile,Search Engine,11,4.023732766424603,0.5107920304988839,571.1040689617697,71.24578996279246,0.5095132702908365,8.92946636804,1
52,Bachelor,67414,Chrome,Medium,Nottingham,12,28,172.45611578134265,0,58,Desktop,Email,13,2.3904391258543436,0.5567687198974907,197.29562479328283,392.5559167286241,0.5108048871775476,17.385933265125594,3
66,High School,35577,Opera,Small,London,94,48,30.405131555473726,1,90,Desktop,Search Engine,18,4.602893342385519,0.411255187910329,451.4170957560121,510.7711261824785,0.8142945193475526,5.045851405014513,2
34,Master,75409,Edge,Big,Edinburgh,27,36,135.3330895400383,1,94,Desktop,Social Media,11,4.298442212450471,0.4603372316027352,596.2847795684851,559.0332491840884,0.7530102006876256,8.420913174256908,4
61,Master,48625,Edge,Small,Bristol,39,40,282.20866235539023,1,33,Mobile,Email,17,6.03617357760286,0.11601738712300314,509.6599952559561,583.574472178026,0.913735675109942,7.043454344134469,0
45,PhD,44089,Chrome,Big,Bristol,9,2,285.8974823620047,1,16,Tablet,Social Media,16,6.9895846788149205,0.6729178242869764,345.7465738263295,468.8889908791994,0.8329017228245964,3.8710935124308223,0
47,High School,56487,Safari,Large,London,21,42,72.56035367766022,1,22,Tablet,Search Engine,2,9.804929288005427,0.43244735960521374,421.33341052015885,84.68175454684939,0.2538775483056547,6.504640444423176,2
46,Bachelor,85838,Firefox,Large,Sheffield,76,9,187.60991259365068,1,57,Mobile,Direct,0,7.555475674906592,0.8167675731295833,711.857715521826,512.013982717798,0.33129676930399987,5.422673387929118,3
63,Master,70138,Edge,Large,Nottingham,29,23,142.74880296824944,0,62,Tablet,Search Engine,18,6.793736791986309,0.1962872001430761,433.82922435134407,240.5760839561019,0.5004232436325338,18.54827897876522,0
23,Bachelor,62823,Opera,Medium,Leeds,33,15,262.82985314824566,1,82,Desktop,Direct,3,4.015831908415083,0.20505509341883577,565.8591651394048,438.2168769616258,0.014271134563644594,15.080497286313124,3
52,Bachelor,57208,Opera,Medium,Edinburgh,62,13,82.15782841853992,1,71,Tablet,Social Media,15,1.3105348884849337,0.6457595715306877,523.4288255875394,319.22953497154066,0.9039020062837214,7.005930053873662,4
58,Master,74061,Safari,Big,Glasgow,15,23,2.107019642892638,1,90,Mobile,Social Media,11,3.593126159692226,0.8460034233973969,505.37175256561216,497.3350740556214,0.044344212562339225,15.503442011611487,0
54,Bachelor,50659,Edge,Large,Manchester,2,17,49.60580057349311,0,72,Tablet,Email,12,7.91603110413656,0.4721978386181753,516.0693506269973,255.8779339709735,0.3224412708166363,1.4206591076435564,3
41,Master,51890,Chrome,Medium,Sheffield,52,48,105.50731754965001,0,70,Desktop,Direct,16,2.8474474672342156,0.7269538687331,327.7206111713725,38.01449263327244,0.5691747911964067,11.003969504651659,0
